Sample.ID,Study.ID,DOI.primary,DOI.secondary,LeadAuthor.primary,LeadAuthor.secondary,PublicationYear,Country,Region,SiteName,Block.Rep,GPS.Lat,GPS.Long,Study.context,SampleDepth.min,SampleDepth.max,Clay.pct,Silt.pct,Sand.pct,TexturalClass,Soil.pH,CEC,SOC.pct,Soil.TotalCd,TotalCd.method,Soil.AvailCd1,Soil.AvailCd1.method,Soil.AvailCd2,Soil.AvailCd2.method,Soil.AvailCd3,Soil.AvailCd3.method,Soil.AvailCd3,Soil.AvailCd3.method,Soil.AvailCd3,Soil.AvailCd3.method,Soil.AvailCd3,Soil.AvailCd3.method,Soil.Cd.type,WholeBeanCd,NibCd,ShellCd,LeafCd,AvailCd.N,AvailCd.SD,TotalCd.N,TotalCd.SD,WholeBeanCd.N,WholeBeanCd.SD,Subset,Soil.Cd.YN,Bean.Cd.YN,LeafBeaf.Cd.YN
392,2,https://doi.org/10.1016/j.scitotenv.2018.08.654,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,102,a,,,Field study,0,15,,,,,7,24.54,2.31,0.28,Aqua regia,,,,,,,,,,,,,Acid,0.29,,,,,,,,,,Soil and bean,Y,Y,
393,2,https://doi.org/10.1016/j.scitotenv.2018.08.655,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,102,b,,,Field study,0,15,,,,,7.21,32.41,2.87,0.17,Aqua regia,,,,,,,,,,,,,Acid,0.06,,,,,,,,,,Soil and bean,Y,Y,
394,2,https://doi.org/10.1016/j.scitotenv.2018.08.656,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,102,c,,,Field study,0,15,,,,,6.99,26.81,3.02,0.52,Aqua regia,,,,,,,,,,,,,Acid,0.61,,,,,,,,,,Soil and bean,Y,Y,
395,2,https://doi.org/10.1016/j.scitotenv.2018.08.657,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,103,a,,,Field study,0,15,,,,,6.46,39.16,3.74,0.72,Aqua regia,,,,,,,,,,,,,Acid,0.99,,,,,,,,,,Soil and bean,Y,Y,
396,2,https://doi.org/10.1016/j.scitotenv.2018.08.658,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,103,b,,,Field study,0,15,,,,,6.71,28.88,1.82,0.28,Aqua regia,,,,,,,,,,,,,Acid,0.34,,,,,,,,,,Soil and bean,Y,Y,
397,2,https://doi.org/10.1016/j.scitotenv.2018.08.659,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,104,a,,,Field study,0,15,,,,,6.15,46.32,4.36,0.46,Aqua regia,,,,,,,,,,,,,Acid,1.77,,,,,,,,,,Soil and bean,Y,Y,
398,2,https://doi.org/10.1016/j.scitotenv.2018.08.660,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,104,b,,,Field study,0,15,,,,,6.66,47.8,2.76,0.94,Aqua regia,,,,,,,,,,,,,Acid,1.36,,,,,,,,,,Soil and bean,Y,Y,
399,2,https://doi.org/10.1016/j.scitotenv.2018.08.661,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,105,a,,,Field study,0,15,,,,,6.04,41.42,3.12,0.76,Aqua regia,,,,,,,,,,,,,Acid,3.63,,,,,,,,,,Soil and bean,Y,Y,
400,2,https://doi.org/10.1016/j.scitotenv.2018.08.662,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,105,b,,,Field study,0,15,,,,,6.33,40.59,2.92,0.65,Aqua regia,,,,,,,,,,,,,Acid,1.18,,,,,,,,,,Soil and bean,Y,Y,
401,2,https://doi.org/10.1016/j.scitotenv.2018.08.663,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,106,a,,,Field study,0,15,,,,,6.31,42.62,2.81,0.38,Aqua regia,,,,,,,,,,,,,Acid,0.92,,,,,,,,,,Soil and bean,Y,Y,
402,2,https://doi.org/10.1016/j.scitotenv.2018.08.664,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,106,b,,,Field study,0,15,,,,,6.32,43.76,3.91,1.27,Aqua regia,,,,,,,,,,,,,Acid,3.33,,,,,,,,,,Soil and bean,Y,Y,
403,2,https://doi.org/10.1016/j.scitotenv.2018.08.665,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,106,c,,,Field study,0,15,,,,,6.29,30.12,3,0.42,Aqua regia,,,,,,,,,,,,,Acid,0.77,,,,,,,,,,Soil and bean,Y,Y,
404,2,https://doi.org/10.1016/j.scitotenv.2018.08.666,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,107,a,,,Field study,0,15,,,,,6.86,45.38,3.6,1.4,Aqua regia,,,,,,,,,,,,,Acid,0.7,,,,,,,,,,Soil and bean,Y,Y,
405,2,https://doi.org/10.1016/j.scitotenv.2018.08.667,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,107,b,,,Field study,0,15,,,,,5.96,17.49,2.32,0.36,Aqua regia,,,,,,,,,,,,,Acid,3.19,,,,,,,,,,Soil and bean,Y,Y,
406,2,https://doi.org/10.1016/j.scitotenv.2018.08.668,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,107,c,,,Field study,0,15,,,,,6.27,41.29,3.81,1.12,Aqua regia,,,,,,,,,,,,,Acid,1.35,,,,,,,,,,Soil and bean,Y,Y,
407,2,https://doi.org/10.1016/j.scitotenv.2018.08.669,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,108,a,,,Field study,0,15,,,,,5.12,4.2,7.76,0.16,Aqua regia,,,,,,,,,,,,,Acid,0.13,,,,,,,,,,Soil and bean,Y,Y,
408,2,https://doi.org/10.1016/j.scitotenv.2018.08.670,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,108,b,,,Field study,0,15,,,,,5.04,4.27,6.82,0.22,Aqua regia,,,,,,,,,,,,,Acid,0.26,,,,,,,,,,Soil and bean,Y,Y,
409,2,https://doi.org/10.1016/j.scitotenv.2018.08.671,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,108,c,,,Field study,0,15,,,,,4.96,7.74,6.95,0.12,Aqua regia,,,,,,,,,,,,,Acid,0.23,,,,,,,,,,Soil and bean,Y,Y,
410,2,https://doi.org/10.1016/j.scitotenv.2018.08.672,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,109,a,,,Field study,0,15,,,,,4.8,3.24,8.55,0.09,Aqua regia,,,,,,,,,,,,,Acid,0.13,,,,,,,,,,Soil and bean,Y,Y,
411,2,https://doi.org/10.1016/j.scitotenv.2018.08.673,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,109,b,,,Field study,0,15,,,,,4.74,3.05,9.91,0.13,Aqua regia,,,,,,,,,,,,,Acid,0.06,,,,,,,,,,Soil and bean,Y,Y,
412,2,https://doi.org/10.1016/j.scitotenv.2018.08.674,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,110,a,,,Field study,0,15,,,,,4.37,3.53,2.48,0.13,Aqua regia,,,,,,,,,,,,,Acid,0.46,,,,,,,,,,Soil and bean,Y,Y,
413,2,https://doi.org/10.1016/j.scitotenv.2018.08.675,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,110,b,,,Field study,0,15,,,,,4.19,0.92,1.3,0.13,Aqua regia,,,,,,,,,,,,,Acid,0.91,,,,,,,,,,Soil and bean,Y,Y,
414,2,https://doi.org/10.1016/j.scitotenv.2018.08.676,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,111,a,,,Field study,0,15,,,,,5.28,3.35,3.11,0.09,Aqua regia,,,,,,,,,,,,,Acid,0.21,,,,,,,,,,Soil and bean,Y,Y,
415,2,https://doi.org/10.1016/j.scitotenv.2018.08.677,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,111,b,,,Field study,0,15,,,,,5.36,5.5,4.84,0.14,Aqua regia,,,,,,,,,,,,,Acid,0.14,,,,,,,,,,Soil and bean,Y,Y,
416,2,https://doi.org/10.1016/j.scitotenv.2018.08.678,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,112,a,,,Field study,0,15,,,,,4.88,3.76,6.14,0.25,Aqua regia,,,,,,,,,,,,,Acid,0.41,,,,,,,,,,Soil and bean,Y,Y,
417,2,https://doi.org/10.1016/j.scitotenv.2018.08.679,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,112,b,,,Field study,0,15,,,,,4.93,3.71,5.7,0.26,Aqua regia,,,,,,,,,,,,,Acid,0.31,,,,,,,,,,Soil and bean,Y,Y,
418,2,https://doi.org/10.1016/j.scitotenv.2018.08.680,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,112,c,,,Field study,0,15,,,,,4.62,3.53,5.51,0.19,Aqua regia,,,,,,,,,,,,,Acid,0.4,,,,,,,,,,Soil and bean,Y,Y,
419,2,https://doi.org/10.1016/j.scitotenv.2018.08.681,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,113,a,,,Field study,0,15,,,,,4.83,4.53,12.9,0.13,Aqua regia,,,,,,,,,,,,,Acid,0.25,,,,,,,,,,Soil and bean,Y,Y,
420,2,https://doi.org/10.1016/j.scitotenv.2018.08.682,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,113,b,,,Field study,0,15,,,,,5.08,4.77,12.19,0.1,Aqua regia,,,,,,,,,,,,,Acid,0.31,,,,,,,,,,Soil and bean,Y,Y,
421,2,https://doi.org/10.1016/j.scitotenv.2018.08.683,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,113,c,,,Field study,0,15,,,,,4.96,6.45,12.32,0.13,Aqua regia,,,,,,,,,,,,,Acid,0.35,,,,,,,,,,Soil and bean,Y,Y,
422,2,https://doi.org/10.1016/j.scitotenv.2018.08.684,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,114,a,,,Field study,0,15,,,,,4.57,16.98,3.6,0.36,Aqua regia,,,,,,,,,,,,,Acid,1.75,,,,,,,,,,Soil and bean,Y,Y,
423,2,https://doi.org/10.1016/j.scitotenv.2018.08.685,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,114,b,,,Field study,0,15,,,,,4.66,17.88,2.33,0.34,Aqua regia,,,,,,,,,,,,,Acid,1.38,,,,,,,,,,Soil and bean,Y,Y,
424,2,https://doi.org/10.1016/j.scitotenv.2018.08.686,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,114,c,,,Field study,0,15,,,,,4.38,4.85,2.15,0.12,Aqua regia,,,,,,,,,,,,,Acid,0.89,,,,,,,,,,Soil and bean,Y,Y,
425,2,https://doi.org/10.1016/j.scitotenv.2018.08.687,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,114,d,,,Field study,0,15,,,,,4.55,5.09,2.21,0.09,Aqua regia,,,,,,,,,,,,,Acid,0.43,,,,,,,,,,Soil and bean,Y,Y,
426,2,https://doi.org/10.1016/j.scitotenv.2018.08.688,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,115,a,,,Field study,0,15,,,,,5.72,20.85,2.72,0.26,Aqua regia,,,,,,,,,,,,,Acid,0.43,,,,,,,,,,Soil and bean,Y,Y,
427,2,https://doi.org/10.1016/j.scitotenv.2018.08.689,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,115,b,,,Field study,0,15,,,,,5.99,30.31,3.36,0.43,Aqua regia,,,,,,,,,,,,,Acid,0.26,,,,,,,,,,Soil and bean,Y,Y,
428,2,https://doi.org/10.1016/j.scitotenv.2018.08.690,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,115,c,,,Field study,0,15,,,,,5.73,15.96,1.73,0.28,Aqua regia,,,,,,,,,,,,,Acid,0.36,,,,,,,,,,Soil and bean,Y,Y,
429,2,https://doi.org/10.1016/j.scitotenv.2018.08.691,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,116,a,,,Field study,0,15,,,,,5.34,11.13,1.35,0.28,Aqua regia,,,,,,,,,,,,,Acid,0.79,,,,,,,,,,Soil and bean,Y,Y,
430,2,https://doi.org/10.1016/j.scitotenv.2018.08.692,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,116,b,,,Field study,0,15,,,,,5.34,11.05,1.67,0.32,Aqua regia,,,,,,,,,,,,,Acid,0.67,,,,,,,,,,Soil and bean,Y,Y,
431,2,https://doi.org/10.1016/j.scitotenv.2018.08.693,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,116,c,,,Field study,0,15,,,,,5.13,9.34,1.68,0.38,Aqua regia,,,,,,,,,,,,,Acid,0.84,,,,,,,,,,Soil and bean,Y,Y,
432,2,https://doi.org/10.1016/j.scitotenv.2018.08.694,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,116,d,,,Field study,0,15,,,,,5.19,9.42,1.69,0.32,Aqua regia,,,,,,,,,,,,,Acid,0.57,,,,,,,,,,Soil and bean,Y,Y,
433,2,https://doi.org/10.1016/j.scitotenv.2018.08.695,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,117,a,,,Field study,0,15,,,,,5.45,12,1.93,0.31,Aqua regia,,,,,,,,,,,,,Acid,0.49,,,,,,,,,,Soil and bean,Y,Y,
434,2,https://doi.org/10.1016/j.scitotenv.2018.08.696,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,117,b,,,Field study,0,15,,,,,5.09,7.95,2.43,0.4,Aqua regia,,,,,,,,,,,,,Acid,0.64,,,,,,,,,,Soil and bean,Y,Y,
435,2,https://doi.org/10.1016/j.scitotenv.2018.08.697,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,118,a,,,Field study,0,15,,,,,5.17,3.25,5.81,0.29,Aqua regia,,,,,,,,,,,,,Acid,0.54,,,,,,,,,,Soil and bean,Y,Y,
436,2,https://doi.org/10.1016/j.scitotenv.2018.08.698,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,118,b,,,Field study,0,15,,,,,5.16,3.85,5.71,0.31,Aqua regia,,,,,,,,,,,,,Acid,0.42,,,,,,,,,,Soil and bean,Y,Y,
437,2,https://doi.org/10.1016/j.scitotenv.2018.08.699,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,118,c,,,Field study,0,15,,,,,4.96,3.2,4.91,0.31,Aqua regia,,,,,,,,,,,,,Acid,0.67,,,,,,,,,,Soil and bean,Y,Y,
438,2,https://doi.org/10.1016/j.scitotenv.2018.08.700,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,118,d,,,Field study,0,15,,,,,4.9,2.34,5.41,0.35,Aqua regia,,,,,,,,,,,,,Acid,1.02,,,,,,,,,,Soil and bean,Y,Y,
439,2,https://doi.org/10.1016/j.scitotenv.2018.08.701,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,118,e,,,Field study,0,15,,,,,4.88,4.14,4.01,0.33,Aqua regia,,,,,,,,,,,,,Acid,1.03,,,,,,,,,,Soil and bean,Y,Y,
440,2,https://doi.org/10.1016/j.scitotenv.2018.08.702,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,119,a,,,Field study,0,15,,,,,6.32,31.14,3.22,0.66,Aqua regia,,,,,,,,,,,,,Acid,0.56,,,,,,,,,,Soil and bean,Y,Y,
441,2,https://doi.org/10.1016/j.scitotenv.2018.08.703,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,119,b,,,Field study,0,15,,,,,6.07,20.32,2.02,0.59,Aqua regia,,,,,,,,,,,,,Acid,0.68,,,,,,,,,,Soil and bean,Y,Y,
442,2,https://doi.org/10.1016/j.scitotenv.2018.08.704,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,119,c,,,Field study,0,15,,,,,6.01,20.6,1.98,0.39,Aqua regia,,,,,,,,,,,,,Acid,0.82,,,,,,,,,,Soil and bean,Y,Y,
443,2,https://doi.org/10.1016/j.scitotenv.2018.08.705,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,119,d,,,Field study,0,15,,,,,6.02,21.06,2.18,0.42,Aqua regia,,,,,,,,,,,,,Acid,0.53,,,,,,,,,,Soil and bean,Y,Y,
444,2,https://doi.org/10.1016/j.scitotenv.2018.08.706,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,119,e,,,Field study,0,15,,,,,6,24.91,1.76,0.28,Aqua regia,,,,,,,,,,,,,Acid,0.77,,,,,,,,,,Soil and bean,Y,Y,
445,2,https://doi.org/10.1016/j.scitotenv.2018.08.707,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,119,f,,,Field study,0,15,,,,,6.22,16.26,1.55,0.36,Aqua regia,,,,,,,,,,,,,Acid,0.64,,,,,,,,,,Soil and bean,Y,Y,
446,2,https://doi.org/10.1016/j.scitotenv.2018.08.708,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,119,g,,,Field study,0,15,,,,,5.67,18.87,1.93,0.34,Aqua regia,,,,,,,,,,,,,Acid,0.79,,,,,,,,,,Soil and bean,Y,Y,
447,2,https://doi.org/10.1016/j.scitotenv.2018.08.709,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,119,h,,,Field study,0,15,,,,,6.28,23.18,3.54,0.63,Aqua regia,,,,,,,,,,,,,Acid,0.45,,,,,,,,,,Soil and bean,Y,Y,
448,2,https://doi.org/10.1016/j.scitotenv.2018.08.710,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,119,i,,,Field study,0,15,,,,,4.92,8.77,1.59,0.2,Aqua regia,,,,,,,,,,,,,Acid,0.59,,,,,,,,,,Soil and bean,Y,Y,
449,2,https://doi.org/10.1016/j.scitotenv.2018.08.711,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,119,j,,,Field study,0,15,,,,,5.84,18.87,2.01,0.28,Aqua regia,,,,,,,,,,,,,Acid,0.3,,,,,,,,,,Soil and bean,Y,Y,
450,2,https://doi.org/10.1016/j.scitotenv.2018.08.712,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,119,k,,,Field study,0,15,,,,,6.36,18.88,1.87,0.36,Aqua regia,,,,,,,,,,,,,Acid,0.33,,,,,,,,,,Soil and bean,Y,Y,
451,2,https://doi.org/10.1016/j.scitotenv.2018.08.713,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,119,l,,,Field study,0,15,,,,,6.29,19.33,1.89,0.26,Aqua regia,,,,,,,,,,,,,Acid,0.52,,,,,,,,,,Soil and bean,Y,Y,
452,2,https://doi.org/10.1016/j.scitotenv.2018.08.714,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,119,m,,,Field study,0,15,,,,,6.08,19.35,2.43,0.33,Aqua regia,,,,,,,,,,,,,Acid,0.64,,,,,,,,,,Soil and bean,Y,Y,
453,2,https://doi.org/10.1016/j.scitotenv.2018.08.715,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,119,n,,,Field study,0,15,,,,,6.34,21.03,2.35,0.31,Aqua regia,,,,,,,,,,,,,Acid,0.67,,,,,,,,,,Soil and bean,Y,Y,
454,2,https://doi.org/10.1016/j.scitotenv.2018.08.716,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,120,a,,,Field study,0,15,,,,,6.08,18.06,3.27,0.44,Aqua regia,,,,,,,,,,,,,Acid,0.35,,,,,,,,,,Soil and bean,Y,Y,
455,2,https://doi.org/10.1016/j.scitotenv.2018.08.717,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,121,a,,,Field study,0,15,,,,,6.01,20.43,3.85,0.56,Aqua regia,,,,,,,,,,,,,Acid,0.45,,,,,,,,,,Soil and bean,Y,Y,
456,2,https://doi.org/10.1016/j.scitotenv.2018.08.718,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,121,b,,,Field study,0,15,,,,,6.36,26.07,3.98,1.24,Aqua regia,,,,,,,,,,,,,Acid,0.35,,,,,,,,,,Soil and bean,Y,Y,
457,2,https://doi.org/10.1016/j.scitotenv.2018.08.719,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,121,c,,,Field study,0,15,,,,,6.19,21.19,3.39,1.68,Aqua regia,,,,,,,,,,,,,Acid,0.6,,,,,,,,,,Soil and bean,Y,Y,
458,2,https://doi.org/10.1016/j.scitotenv.2018.08.720,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,120,b,,,Field study,0,15,,,,,5.88,11.41,2.64,0.77,Aqua regia,,,,,,,,,,,,,Acid,0.84,,,,,,,,,,Soil and bean,Y,Y,
459,2,https://doi.org/10.1016/j.scitotenv.2018.08.721,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,120,c,,,Field study,0,15,,,,,6.02,14,3.65,0.78,Aqua regia,,,,,,,,,,,,,Acid,0.84,,,,,,,,,,Soil and bean,Y,Y,
460,2,https://doi.org/10.1016/j.scitotenv.2018.08.722,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,120,d,,,Field study,0,15,,,,,6.32,20.43,3.48,0.23,Aqua regia,,,,,,,,,,,,,Acid,0.07,,,,,,,,,,Soil and bean,Y,Y,
461,2,https://doi.org/10.1016/j.scitotenv.2018.08.723,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,120,e,,,Field study,0,15,,,,,6.04,14.42,2.94,0.65,Aqua regia,,,,,,,,,,,,,Acid,0.62,,,,,,,,,,Soil and bean,Y,Y,
462,2,https://doi.org/10.1016/j.scitotenv.2018.08.724,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,122,a,,,Field study,0,15,,,,,5.38,8.25,3.07,0.38,Aqua regia,,,,,,,,,,,,,Acid,0.3,,,,,,,,,,Soil and bean,Y,Y,
463,2,https://doi.org/10.1016/j.scitotenv.2018.08.725,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,122,b,,,Field study,0,15,,,,,5.53,8.74,2.85,0.29,Aqua regia,,,,,,,,,,,,,Acid,0.19,,,,,,,,,,Soil and bean,Y,Y,
464,2,https://doi.org/10.1016/j.scitotenv.2018.08.726,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,122,c,,,Field study,0,15,,,,,5.35,9.86,3.01,0.3,Aqua regia,,,,,,,,,,,,,Acid,0.68,,,,,,,,,,Soil and bean,Y,Y,
465,2,https://doi.org/10.1016/j.scitotenv.2018.08.727,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,122,d,,,Field study,0,15,,,,,5.42,9.55,3.96,0.27,Aqua regia,,,,,,,,,,,,,Acid,0.21,,,,,,,,,,Soil and bean,Y,Y,
466,2,https://doi.org/10.1016/j.scitotenv.2018.08.728,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,123,a,,,Field study,0,15,,,,,5.66,10.38,2.44,0.42,Aqua regia,,,,,,,,,,,,,Acid,0.24,,,,,,,,,,Soil and bean,Y,Y,
467,2,https://doi.org/10.1016/j.scitotenv.2018.08.729,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,123,b,,,Field study,0,15,,,,,5.61,9.45,2.56,0.33,Aqua regia,,,,,,,,,,,,,Acid,0.19,,,,,,,,,,Soil and bean,Y,Y,
468,2,https://doi.org/10.1016/j.scitotenv.2018.08.730,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,123,c,,,Field study,0,15,,,,,5.82,11.97,3.65,0.5,Aqua regia,,,,,,,,,,,,,Acid,0.25,,,,,,,,,,Soil and bean,Y,Y,
469,2,https://doi.org/10.1016/j.scitotenv.2018.08.731,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,123,d,,,Field study,0,15,,,,,5.66,10.57,2.44,0.35,Aqua regia,,,,,,,,,,,,,Acid,0.33,,,,,,,,,,Soil and bean,Y,Y,
470,2,https://doi.org/10.1016/j.scitotenv.2018.08.732,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,124,a,,,Field study,0,15,,,,,5.99,17.81,3.13,0.35,Aqua regia,,,,,,,,,,,,,Acid,0.37,,,,,,,,,,Soil and bean,Y,Y,
471,2,https://doi.org/10.1016/j.scitotenv.2018.08.733,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,124,b,,,Field study,0,15,,,,,6.16,16.85,3.33,0.3,Aqua regia,,,,,,,,,,,,,Acid,0.22,,,,,,,,,,Soil and bean,Y,Y,
472,2,https://doi.org/10.1016/j.scitotenv.2018.08.734,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,124,c,,,Field study,0,15,,,,,5.81,11.34,2.36,0.49,Aqua regia,,,,,,,,,,,,,Acid,0.28,,,,,,,,,,Soil and bean,Y,Y,
473,2,https://doi.org/10.1016/j.scitotenv.2018.08.735,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,124,d,,,Field study,0,15,,,,,5.87,11.62,2.6,0.35,Aqua regia,,,,,,,,,,,,,Acid,0.31,,,,,,,,,,Soil and bean,Y,Y,
474,2,https://doi.org/10.1016/j.scitotenv.2018.08.736,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,125,a,,,Field study,0,15,,,,,5.71,35.54,2.15,0.28,Aqua regia,,,,,,,,,,,,,Acid,0.85,,,,,,,,,,Soil and bean,Y,Y,
475,2,https://doi.org/10.1016/j.scitotenv.2018.08.737,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,125,b,,,Field study,0,15,,,,,5.76,35.8,2,0.43,Aqua regia,,,,,,,,,,,,,Acid,0.87,,,,,,,,,,Soil and bean,Y,Y,
476,2,https://doi.org/10.1016/j.scitotenv.2018.08.738,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,125,c,,,Field study,0,15,,,,,6.23,45.7,2.07,0.32,Aqua regia,,,,,,,,,,,,,Acid,0.87,,,,,,,,,,Soil and bean,Y,Y,
477,2,https://doi.org/10.1016/j.scitotenv.2018.08.739,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,126,a,,,Field study,0,15,,,,,6.87,43.59,2.51,1.36,Aqua regia,,,,,,,,,,,,,Acid,2.05,,,,,,,,,,Soil and bean,Y,Y,
478,2,https://doi.org/10.1016/j.scitotenv.2018.08.740,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,126,b,,,Field study,0,15,,,,,6.29,39.03,2.09,1.06,Aqua regia,,,,,,,,,,,,,Acid,2.26,,,,,,,,,,Soil and bean,Y,Y,
479,2,https://doi.org/10.1016/j.scitotenv.2018.08.741,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,126,c,,,Field study,0,15,,,,,6.45,44.51,2.48,0.78,Aqua regia,,,,,,,,,,,,,Acid,0.95,,,,,,,,,,Soil and bean,Y,Y,
480,2,https://doi.org/10.1016/j.scitotenv.2018.08.742,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,127,a,,,Field study,0,15,,,,,6.33,41.98,3.24,0.72,Aqua regia,,,,,,,,,,,,,Acid,1.82,,,,,,,,,,Soil and bean,Y,Y,
481,2,https://doi.org/10.1016/j.scitotenv.2018.08.743,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,127,b,,,Field study,0,15,,,,,6.27,47.57,2.9,0.78,Aqua regia,,,,,,,,,,,,,Acid,2.65,,,,,,,,,,Soil and bean,Y,Y,
482,2,https://doi.org/10.1016/j.scitotenv.2018.08.744,,David Arguello,Eduardo Chavez ,2019,Ecuador,Nation wide,127,c,,,Field study,0,15,,,,,6.44,34.63,1.93,0.89,Aqua regia,,,,,,,,,,,,,Acid,4.03,,,,,,,,,,Soil and bean,Y,Y,
